date,room,device,total_kwh,avg_power,max_power,avg_temperature,avg_humidity,active_readings,total_readings,usage_rate
2025-12-03,Bedroom,Fan,0.7015,29.351041666666664,85.0,16.385416666666668,61.25208333333333,33,96,0.344
2025-12-03,Bedroom,Lights,0.3612,15.061458333333334,54.9,16.404166666666665,61.34270833333333,27,96,0.281
2025-12-03,Kitchen,Heater,9.8097,408.74062499999997,2285.6,21.348958333333332,65.48541666666667,19,96,0.198
2025-12-03,Kitchen,Lights,0.9056,37.735416666666666,82.2,21.488541666666666,66.76770833333333,49,96,0.51
2025-12-03,Living Room,AC,8.421,350.86354166666666,1712.3,18.344791666666666,57.61770833333333,20,96,0.208
2025-12-03,Living Room,Fan,0.8637,36.092708333333334,85.6,18.261458333333334,58.328125,43,96,0.448
2025-12-03,Living Room,Lights,0.4878,20.337500000000002,68.2,18.368750000000002,58.57604166666667,30,96,0.312
2025-12-03,Office,AC,9.3939,391.4145833333334,1807.7,18.366666666666667,52.13958333333333,21,96,0.219
2025-12-03,Office,Fan,0.647,27.096875,83.5,18.334374999999998,53.270833333333336,31,96,0.323
2025-12-03,Office,Lights,0.9149,38.112500000000004,88.6,18.288541666666667,53.46458333333334,45,96,0.469
2025-12-04,Bathroom,Heater,8.4049,350.20729166666666,1833.6,18.955208333333335,71.921875,20,96,0.208
2025-12-04,Bathroom,Lights,0.5163,21.516666666666666,48.1,18.9875,72.20416666666667,47,96,0.49
2025-12-04,Bedroom,AC,14.1661,590.2416666666667,1529.4,16.176041666666666,60.963541666666664,39,96,0.406
2025-12-04,Bedroom,Fan,0.5936,24.858333333333334,85.5,16.207291666666666,59.65833333333333,27,96,0.281
2025-12-04,Bedroom,Lights,0.4325,18.023958333333333,54.7,16.086458333333333,60.43541666666667,33,96,0.344
2025-12-04,Kitchen,Heater,11.8254,492.73020833333334,2297.9,21.119791666666668,65.34583333333333,23,96,0.24
2025-12-04,Kitchen,Lights,1.0698,44.56458333333333,82.7,21.120833333333334,65.26979166666666,58,96,0.604
2025-12-04,Living Room,AC,8.7157,363.1635416666666,1708.8,18.265625,58.07916666666667,21,96,0.219
2025-12-04,Living Room,Fan,0.7454,31.177083333333332,86.1,18.070833333333333,56.35104166666667,36,96,0.375
2025-12-04,Living Room,Lights,0.5632,23.45104166666667,68.7,18.065625,57.27291666666667,35,96,0.365
2025-12-04,Office,AC,8.7706,365.440625,1778.7,18.162499999999998,52.71145833333333,20,96,0.208
2025-12-04,Office,Fan,0.7904,33.052083333333336,84.2,18.152083333333334,51.55104166666666,39,96,0.406
2025-12-04,Office,Lights,1.1605,48.364583333333336,89.3,17.978125000000002,51.91458333333333,59,96,0.615
2025-12-05,Bathroom,Heater,6.3889,266.20729166666666,1822.7,17.923958333333335,70.32395833333334,15,96,0.156
2025-12-05,Bathroom,Lights,0.5005000000000001,20.866666666666667,48.3,17.984375,70.46979166666667,46,96,0.479
2025-12-05,Bedroom,AC,12.273,511.3854166666667,1523.5,14.886458333333332,59.196875,34,96,0.354
2025-12-05,Bedroom,Fan,0.6123999999999999,25.652083333333334,85.9,14.978125,58.50729166666667,28,96,0.292
2025-12-05,Bedroom,Lights,0.457,19.047916666666666,55.1,14.965625000000001,58.46458333333334,35,96,0.365
2025-12-05,Kitchen,Heater,14.3329,597.2166666666666,2280.7,19.90625,63.58541666666667,28,96,0.292
2025-12-05,Kitchen,Lights,1.1489,47.87708333333333,82.7,19.833333333333332,63.768750000000004,63,96,0.656
2025-12-05,Living Room,AC,10.5252,438.54062500000003,1714.6,16.863541666666666,55.83645833333333,26,96,0.271
2025-12-05,Living Room,Fan,0.837,34.97083333333333,84.6,16.964583333333334,55.459375,42,96,0.438
2025-12-05,Living Room,Lights,0.5966,24.858333333333334,68.6,16.8625,55.50104166666667,38,96,0.396
2025-12-05,Office,AC,9.061,377.5520833333333,1797.0,16.838541666666668,50.93125,21,96,0.219
2025-12-05,Office,Fan,0.8769,36.64270833333333,86.1,17.087500000000002,50.70520833333333,44,96,0.458
2025-12-05,Office,Lights,0.9639,40.15416666666667,89.6,16.909375,50.56145833333333,47,96,0.49
2025-12-06,Bathroom,Heater,7.2486,302.01875,1805.4,20.066666666666666,71.25104166666667,18,96,0.188
2025-12-06,Bathroom,Lights,0.4482,18.671875,48.2,19.930208333333333,71.89375,41,96,0.427
2025-12-06,Bedroom,AC,13.470600000000001,561.2843750000001,1549.9,16.868750000000002,60.37083333333334,38,96,0.396
2025-12-06,Bedroom,Fan,0.658,27.553124999999998,86.1,17.029166666666665,60.012499999999996,31,96,0.323
2025-12-06,Bedroom,Lights,0.4815,20.061458333333334,55.0,16.709374999999998,60.484375,38,96,0.396
2025-12-06,Kitchen,Heater,14.7401,614.1687499999999,2285.7,22.16979166666667,64.75,29,96,0.302
2025-12-06,Kitchen,Lights,1.2131,50.55625,82.6,21.947916666666668,65.35208333333334,67,96,0.698
2025-12-06,Living Room,AC,8.8617,369.2395833333333,1724.4,18.973958333333332,57.34583333333333,21,96,0.219
2025-12-06,Living Room,Fan,0.9112,38.074999999999996,86.1,19.007291666666667,57.15416666666667,46,96,0.479
2025-12-06,Living Room,Lights,0.6,25.006249999999998,68.6,18.84375,57.567708333333336,38,96,0.396
2025-12-06,Office,AC,6.6588,277.453125,1667.6,18.839583333333334,52.475,15,96,0.156
2025-12-06,Office,Fan,0.8588,35.873958333333334,84.3,19.063541666666666,52.38333333333333,42,96,0.438
2025-12-06,Office,Lights,1.0511,43.800000000000004,89.6,18.869791666666668,52.29791666666667,53,96,0.552
2025-12-07,Bathroom,Heater,9.8923,412.1770833333333,1827.6,18.936458333333334,73.47812499999999,24,96,0.25
2025-12-07,Bathroom,Lights,0.4768,19.867708333333333,48.3,19.177083333333332,72.88541666666667,43,96,0.448
2025-12-07,Bedroom,AC,14.0708,586.2677083333333,1527.5,15.986458333333333,61.81979166666667,40,96,0.417
2025-12-07,Bedroom,Fan,0.47459999999999997,19.928124999999998,85.7,16.123958333333334,61.61041666666667,21,96,0.219
2025-12-07,Bedroom,Lights,0.46,19.169791666666665,54.9,16.105208333333334,62.046875,36,96,0.375
2025-12-07,Kitchen,Heater,6.8763,286.50624999999997,2251.0,21.058333333333334,67.01041666666667,13,96,0.135
2025-12-07,Kitchen,Lights,1.1252,46.885416666666664,82.7,21.208333333333332,66.67083333333333,62,96,0.646
2025-12-07,Living Room,AC,5.4023,225.09895833333334,1630.5,18.006249999999998,58.64270833333333,12,96,0.125
2025-12-07,Living Room,Fan,0.6889,28.832291666666666,85.2,17.941666666666666,58.51979166666666,32,96,0.333
2025-12-07,Living Room,Lights,0.7027,29.28333333333333,68.9,18.180208333333333,58.75416666666666,45,96,0.469
2025-12-07,Office,AC,9.9921,416.33125,1790.4,18.005208333333332,53.60833333333333,23,96,0.24
2025-12-07,Office,Fan,0.6481,27.151041666666668,84.6,18.034375,53.64479166666666,31,96,0.323
2025-12-07,Office,Lights,0.9596,39.96666666666667,89.3,18.116666666666667,53.71770833333333,48,96,0.5
2025-12-08,Bathroom,Heater,8.238,343.2520833333333,1833.3,19.908333333333335,72.88541666666667,20,96,0.208
2025-12-08,Bathroom,Lights,0.386,16.085416666666667,48.0,19.655208333333334,73.20520833333333,33,96,0.344
2025-12-08,Bedroom,AC,14.2303,592.9333333333333,1547.9,16.730208333333334,62.043749999999996,40,96,0.417
2025-12-08,Bedroom,Fan,0.5878,24.6375,85.8,16.7625,61.93958333333333,27,96,0.281
2025-12-08,Bedroom,Lights,0.425,17.709374999999998,54.5,16.758333333333333,61.64270833333333,33,96,0.344
2025-12-08,Kitchen,Heater,12.9791,540.7854166666667,2286.2,21.806250000000002,66.46875,26,96,0.271
2025-12-08,Kitchen,Lights,1.0050000000000001,41.876041666666666,82.0,21.655208333333334,66.36145833333333,56,96,0.583
2025-12-08,Living Room,AC,10.4054,433.5572916666667,1681.6,18.676041666666666,58.82395833333334,26,96,0.271
2025-12-08,Living Room,Fan,0.7817999999999999,32.678125,86.0,18.760416666666668,59.161458333333336,38,96,0.396
2025-12-08,Living Room,Lights,0.6085,25.34375,68.9,18.821875000000002,59.05520833333333,39,96,0.406
2025-12-08,Office,AC,7.8969000000000005,329.0385416666667,1757.9,18.711458333333333,53.442708333333336,18,96,0.188
2025-12-08,Office,Fan,0.7781,32.53541666666667,85.4,18.703125,54.0875,38,96,0.396
2025-12-08,Office,Lights,1.0649,44.36875,88.5,18.703125,53.401041666666664,54,96,0.562
2025-12-09,Bathroom,Heater,6.7032,279.29270833333334,1806.2,18.35625,70.68854166666667,16,96,0.167
2025-12-09,Bathroom,Lights,0.451,18.79375,48.1,18.259375000000002,71.53333333333333,39,96,0.406
2025-12-09,Bedroom,AC,14.2806,595.025,1544.7,15.521875,60.143750000000004,40,96,0.417
2025-12-09,Bedroom,Fan,0.6008,25.177083333333332,85.6,15.391666666666666,58.95729166666666,27,96,0.281
2025-12-09,Bedroom,Lights,0.4548,18.953125,55.0,15.25625,59.76145833333334,35,96,0.365
2025-12-09,Kitchen,Heater,11.509,479.54062500000003,2268.6,20.322916666666668,63.890625,23,96,0.24
2025-12-09,Kitchen,Lights,0.919,38.29479166666667,82.7,20.1875,65.234375,49,96,0.51
2025-12-09,Living Room,AC,9.7786,407.4447916666666,1688.5,17.377083333333335,57.07395833333334,24,96,0.25
2025-12-09,Living Room,Fan,0.8165,34.143750000000004,85.4,17.330208333333335,55.365625,40,96,0.417
2025-12-09,Living Room,Lights,0.6868,28.621875,68.9,17.315625,57.27916666666667,43,96,0.448
2025-12-09,Office,AC,7.4458,310.23333333333335,1809.2,17.403125,51.97708333333333,16,96,0.167
2025-12-09,Office,Fan,0.8249,34.498958333333334,85.5,17.405208333333334,50.634375,40,96,0.417
2025-12-09,Office,Lights,0.9932,41.405208333333334,88.2,17.390625,52.11666666666667,50,96,0.521
2025-12-10,Bathroom,Heater,7.6451,318.55,1798.3,18.840625,72.65833333333333,19,96,0.198
2025-12-10,Bathroom,Lights,0.4344,18.122916666666665,48.1,18.743750000000002,71.5,39,96,0.406
2025-12-10,Bedroom,AC,16.423000000000002,684.296875,1550.8,15.684375000000001,59.56458333333333,46,96,0.479
2025-12-10,Bedroom,Fan,0.7118,29.780208333333334,85.9,15.603125,61.13125,34,96,0.354
2025-12-10,Bedroom,Lights,0.3924,16.348958333333332,55.0,15.760416666666666,60.15,30,96,0.312
2025-12-10,Kitchen,Heater,13.895299999999999,578.9677083333333,2297.2,20.746875,65.88125000000001,27,96,0.281
2025-12-10,Kitchen,Lights,1.0795,44.96041666666667,82.3,20.751041666666666,64.73958333333333,59,96,0.615
2025-12-10,Living Room,AC,11.8379,493.24895833333335,1720.7,17.650000000000002,56.739583333333336,29,96,0.302
2025-12-10,Living Room,Fan,0.9646,40.295833333333334,85.9,17.554166666666667,57.692708333333336,48,96,0.5
2025-12-10,Living Room,Lights,0.5263,21.931250000000002,67.5,17.727083333333333,57.364583333333336,34,96,0.354
2025-12-10,Office,AC,8.7369,364.0447916666667,1800.6,17.496875,52.084375,19,96,0.198
2025-12-10,Office,Fan,0.957,39.967708333333334,86.2,17.8,52.40729166666667,48,96,0.5
2025-12-10,Office,Lights,1.0948,45.609375,88.8,17.767708333333335,52.12395833333333,56,96,0.583
2025-12-11,Bathroom,Heater,7.318,304.921875,1806.4,20.044791666666665,72.09479166666667,18,96,0.188
2025-12-11,Bathroom,Lights,0.4272,17.810416666666665,48.1,19.905208333333334,72.13541666666667,38,96,0.396
2025-12-11,Bedroom,AC,12.203800000000001,508.4927083333334,1528.1,16.907291666666666,58.692708333333336,35,96,0.365
2025-12-11,Bedroom,Fan,0.5049,21.186458333333334,86.2,17.044791666666665,59.759375,22,96,0.229
2025-12-11,Bedroom,Lights,0.3304,13.766666666666666,55.0,16.878125,60.51354166666667,25,96,0.26
2025-12-11,Kitchen,Heater,13.9536,581.4093750000001,2250.4,22.191666666666666,65.22916666666667,28,96,0.292
2025-12-11,Kitchen,Lights,0.9951,41.46145833333333,82.3,21.941666666666666,65.27604166666667,55,96,0.573
2025-12-11,Living Room,AC,7.0834,295.1479166666667,1690.6,18.866666666666667,55.71770833333333,17,96,0.177
2025-12-11,Living Room,Fan,0.7948999999999999,33.23645833333333,85.9,18.970833333333335,57.053125,39,96,0.406
2025-12-11,Living Room,Lights,0.7992,33.29479166666667,69.0,18.997916666666665,57.428125,51,96,0.531
2025-12-11,Office,AC,9.943200000000001,414.29062500000003,1801.3,18.934375,50.84166666666667,23,96,0.24
2025-12-11,Office,Fan,0.7218,30.184375,83.0,19.002083333333335,51.97291666666666,36,96,0.375
2025-12-11,Office,Lights,1.0257,42.744791666666664,89.6,18.790625000000002,52.44895833333334,51,96,0.531
2025-12-12,Bathroom,Heater,9.4734,394.72499999999997,1836.2,19.087500000000002,70.89583333333333,23,96,0.24
2025-12-12,Bathroom,Lights,0.4883,20.354166666666668,47.3,19.092708333333334,72.16666666666667,45,96,0.469
2025-12-12,Bedroom,AC,12.4475,518.6552083333333,1531.3,15.966666666666667,59.45416666666667,35,96,0.365
2025-12-12,Bedroom,Fan,0.4608,19.359375,84.3,16.017708333333335,59.81041666666667,20,96,0.208
2025-12-12,Bedroom,Lights,0.3823,15.924999999999999,55.0,16.072916666666668,60.125,29,96,0.302
2025-12-12,Kitchen,Heater,12.5968,524.8760416666667,2297.0,21.167708333333334,63.690625000000004,25,96,0.26
2025-12-12,Kitchen,Lights,1.0036,41.81458333333333,81.1,21.101041666666667,65.37083333333334,55,96,0.573
2025-12-12,Living Room,AC,11.1369,464.0364583333333,1724.0,17.932291666666668,56.192708333333336,27,96,0.281
2025-12-12,Living Room,Fan,0.7958,33.27916666666667,86.2,18.108333333333334,56.541666666666664,38,96,0.396
2025-12-12,Living Room,Lights,0.6239,26.00208333333333,68.4,18.171875,57.61354166666666,40,96,0.417
2025-12-12,Office,AC,10.6658,444.3958333333333,1793.8,18.022916666666667,51.708333333333336,24,96,0.25
2025-12-12,Office,Fan,0.754,31.54895833333333,85.5,18.071875000000002,51.67604166666666,36,96,0.375
2025-12-12,Office,Lights,1.0616,44.237500000000004,89.7,18.154166666666665,52.64895833333333,54,96,0.562
2025-12-13,Bathroom,Heater,5.3353,222.29375000000002,1826.6,19.759375000000002,74.77291666666666,13,96,0.135
2025-12-13,Bathroom,Lights,0.4414,18.39375,48.1,19.661458333333332,74.53229166666667,39,96,0.406
2025-12-13,Bedroom,AC,13.3617,556.7229166666667,1549.5,16.701041666666665,63.50625,37,96,0.385
2025-12-13,Bedroom,Fan,0.6499,27.215625,84.4,16.670833333333334,63.19583333333333,30,96,0.312
2025-12-13,Bedroom,Lights,0.4899,20.408333333333335,55.0,16.570833333333333,62.54583333333333,39,96,0.406
2025-12-13,Kitchen,Heater,12.6715,527.98125,2257.4,21.652083333333334,68.15416666666667,25,96,0.26
2025-12-13,Kitchen,Lights,1.0735,44.74375,82.8,21.662499999999998,67.8125,60,96,0.625
2025-12-13,Living Room,AC,10.1807,424.17291666666665,1719.1,18.716666666666665,60.37083333333334,25,96,0.26
2025-12-13,Living Room,Fan,0.815,34.061458333333334,85.1,18.568749999999998,59.885416666666664,40,96,0.417
2025-12-13,Living Room,Lights,0.6356,26.48229166666667,68.8,18.7,59.834375,40,96,0.417
2025-12-13,Office,AC,6.4296,267.90208333333334,1768.5,18.757291666666667,55.51770833333333,14,96,0.146
2025-12-13,Office,Fan,0.8699,36.356249999999996,86.2,18.573958333333334,54.96041666666667,44,96,0.458
2025-12-13,Office,Lights,1.0467,43.60208333333333,89.5,18.644791666666666,55.072916666666664,53,96,0.552
2025-12-14,Bathroom,Heater,9.1569,381.534375,1791.4,18.216666666666665,70.20625,22,96,0.229
2025-12-14,Bathroom,Lights,0.4838,20.166666666666668,47.8,18.272916666666667,70.15208333333334,44,96,0.458
2025-12-14,Bedroom,AC,13.4804,561.6906250000001,1533.6,15.245833333333332,57.75833333333333,38,96,0.396
2025-12-14,Bedroom,Fan,0.6756,28.27916666666667,86.0,15.242708333333333,57.946875,31,96,0.323
2025-12-14,Bedroom,Lights,0.3378,14.073958333333332,55.1,15.240625,58.300000000000004,25,96,0.26
2025-12-14,Kitchen,Heater,11.5489,481.203125,2283.1,20.126041666666666,63.42083333333333,23,96,0.24
2025-12-14,Kitchen,Lights,1.0881,45.32916666666667,82.8,20.2,63.393750000000004,59,96,0.615
2025-12-14,Living Room,AC,7.8389,326.625,1720.8,17.230208333333334,54.859375,18,96,0.188
2025-12-14,Living Room,Fan,0.7947,33.22291666666667,86.1,17.246875,55.18541666666667,39,96,0.406
2025-12-14,Living Room,Lights,0.7208,30.027083333333334,68.6,17.283333333333335,55.05104166666666,47,96,0.49
2025-12-14,Office,AC,8.8214,367.5520833333333,1797.7,17.203125,50.206250000000004,19,96,0.198
2025-12-14,Office,Fan,0.8398,35.115625,86.0,17.314583333333335,50.15833333333333,42,96,0.438
2025-12-14,Office,Lights,0.9991,41.62083333333333,89.7,17.328125,50.38854166666667,50,96,0.521
2025-12-15,Bathroom,Heater,6.1152,254.80625,1837.1,18.808333333333334,71.11874999999999,15,96,0.156
2025-12-15,Bathroom,Lights,0.5501,22.92395833333333,47.8,18.842708333333334,71.94479166666666,50,96,0.521
2025-12-15,Bedroom,AC,16.729400000000002,697.0729166666666,1544.9,15.835416666666667,60.208333333333336,48,96,0.5
2025-12-15,Bedroom,Fan,0.5247999999999999,22.01354166666667,85.7,15.820833333333333,60.46145833333333,23,96,0.24
2025-12-15,Bedroom,Lights,0.4755,19.816666666666666,54.9,15.8375,60.04479166666667,38,96,0.396
2025-12-15,Kitchen,Heater,11.3833,474.30625000000003,2232.3,20.707291666666666,64.43124999999999,23,96,0.24
2025-12-15,Kitchen,Lights,1.0028,41.79479166666667,81.9,20.991666666666667,64.94583333333334,55,96,0.573
2025-12-15,Living Room,AC,11.6839,486.82708333333335,1719.6,17.832291666666666,57.38645833333334,29,96,0.302
2025-12-15,Living Room,Fan,0.8392,35.078125,85.8,17.870833333333334,57.41458333333333,42,96,0.438
2025-12-15,Living Room,Lights,0.5582,23.26354166666667,68.8,17.939583333333335,57.02708333333334,35,96,0.365
2025-12-15,Office,AC,9.0054,375.23125,1798.0,17.953125,52.447916666666664,20,96,0.208
2025-12-15,Office,Fan,0.7569,31.646874999999998,86.0,17.886458333333334,52.809374999999996,37,96,0.385
2025-12-15,Office,Lights,1.0409,43.371874999999996,89.4,17.91875,52.04895833333333,52,96,0.542
2025-12-16,Bathroom,Heater,5.4032,225.13125,1772.7,19.229166666666668,72.47604166666666,13,96,0.135
2025-12-16,Bathroom,Lights,0.4361,18.175,47.7,18.990624999999998,72.29791666666667,39,96,0.406
2025-12-16,Bedroom,AC,14.808,616.9979166666667,1551.9,16.094791666666666,58.81666666666666,42,96,0.438
2025-12-16,Bedroom,Fan,0.5693,23.860416666666666,83.6,15.876041666666666,59.85,26,96,0.271
2025-12-16,Bedroom,Lights,0.3796,15.81875,53.9,15.996875000000001,60.67083333333333,29,96,0.302
2025-12-16,Kitchen,Heater,14.1726,590.5187500000001,2299.0,21.135416666666668,65.14375,27,96,0.281
2025-12-16,Kitchen,Lights,1.1425,47.61875,82.5,21.082291666666666,65.440625,62,96,0.646
2025-12-16,Living Room,AC,10.8816,453.403125,1713.1,18.193749999999998,56.271875,27,96,0.281
2025-12-16,Living Room,Fan,0.8174,34.18125,86.0,17.891666666666666,56.921875,39,96,0.406
2025-12-16,Living Room,Lights,0.7511,31.286458333333332,68.9,18.056250000000002,57.45520833333333,48,96,0.5
2025-12-16,Office,AC,11.4229,475.95416666666665,1780.1,18.352083333333333,51.328125,27,96,0.281
2025-12-16,Office,Fan,0.7789,32.577083333333334,85.8,17.917708333333334,51.981249999999996,39,96,0.406
2025-12-16,Office,Lights,0.9788,40.775,88.6,18.032291666666666,52.66041666666666,49,96,0.51
2025-12-17,Bathroom,Heater,7.3284,305.34791666666666,1800.4,19.328125,72.52916666666667,18,96,0.188
2025-12-17,Bathroom,Lights,0.46140000000000003,19.216666666666665,48.3,19.405208333333334,72.33437500000001,40,96,0.417
2025-12-17,Bedroom,AC,13.1714,548.8135416666667,1525.6,16.234375,59.51458333333333,37,96,0.385
2025-12-17,Bedroom,Fan,0.519,21.773958333333336,85.9,16.455208333333335,60.85104166666667,23,96,0.24
2025-12-17,Bedroom,Lights,0.4836,20.155208333333334,54.6,16.234375,60.385416666666664,37,96,0.385
2025-12-17,Kitchen,Heater,11.7258,488.57395833333334,2288.8,21.413541666666664,65.76979166666666,23,96,0.24
2025-12-17,Kitchen,Lights,1.0066,41.927083333333336,82.5,21.234375,65.640625,54,96,0.562
2025-12-17,Living Room,AC,11.2573,469.05,1708.9,18.151041666666668,56.66041666666666,28,96,0.292
2025-12-17,Living Room,Fan,0.8236,34.434374999999996,85.3,18.519791666666666,57.48541666666667,40,96,0.417
2025-12-17,Living Room,Lights,0.6425,26.758333333333336,68.0,18.375,57.5875,42,96,0.438
2025-12-17,Office,AC,9.4363,393.1697916666667,1797.6,18.130208333333332,51.62083333333334,22,96,0.229
2025-12-17,Office,Fan,0.8633,36.07083333333333,86.2,18.523958333333333,52.463541666666664,43,96,0.448
2025-12-17,Office,Lights,1.0959,45.65729166666667,89.6,18.355208333333334,52.489583333333336,55,96,0.573
2025-12-18,Bathroom,Heater,8.7389,364.12083333333334,1796.9,19.439583333333335,73.36979166666667,22,96,0.229
2025-12-18,Bathroom,Lights,0.44580000000000003,18.575,47.9,19.548958333333335,73.94583333333334,39,96,0.406
2025-12-18,Bedroom,AC,13.8606,577.5281249999999,1545.3,16.459374999999998,62.36666666666667,39,96,0.406
2025-12-18,Bedroom,Fan,0.4032,16.966666666666665,81.9,16.386458333333334,62.959375,17,96,0.177
2025-12-18,Bedroom,Lights,0.5116,21.3125,55.0,16.59375,62.536458333333336,40,96,0.417
2025-12-18,Kitchen,Heater,14.5573,606.5583333333333,2283.4,21.380208333333332,66.63229166666666,28,96,0.292
2025-12-18,Kitchen,Lights,1.0563,44.01770833333333,82.6,21.60625,67.42708333333333,58,96,0.604
2025-12-18,Living Room,AC,10.7738,448.91041666666666,1722.2,18.514583333333334,59.296875,26,96,0.271
2025-12-18,Living Room,Fan,0.8168,34.155208333333334,86.1,18.457291666666666,59.71979166666667,40,96,0.417
2025-12-18,Living Room,Lights,0.5687,23.711458333333336,68.4,18.546875,59.255208333333336,36,96,0.375
2025-12-18,Office,AC,6.6850000000000005,278.54062500000003,1805.0,18.565625,54.48333333333333,14,96,0.146
2025-12-18,Office,Fan,0.6086,25.493750000000002,85.9,18.48125,54.723958333333336,28,96,0.292
2025-12-18,Office,Lights,0.9131,38.05625,89.7,18.610416666666666,54.06979166666667,46,96,0.479
2025-12-19,Bathroom,Heater,7.2014,300.05833333333334,1750.3,19.3125,71.278125,18,96,0.188
2025-12-19,Bathroom,Lights,0.4663,19.426041666666666,48.3,19.160416666666666,71.44166666666666,42,96,0.438
2025-12-19,Bedroom,AC,14.3388,597.4333333333333,1547.6,15.938541666666666,60.090624999999996,40,96,0.417
2025-12-19,Bedroom,Fan,0.6051,25.358333333333334,86.0,16.176041666666666,59.61770833333333,28,96,0.292
2025-12-19,Bedroom,Lights,0.4057,16.902083333333334,55.2,16.056250000000002,59.65729166666667,31,96,0.323
2025-12-19,Kitchen,Heater,13.8912,578.8052083333333,2288.4,21.208333333333332,64.80624999999999,27,96,0.281
2025-12-19,Kitchen,Lights,0.9883000000000001,41.166666666666664,82.7,21.179166666666667,65.13229166666666,54,96,0.562
2025-12-19,Living Room,AC,8.0462,335.25624999999997,1720.2,17.959374999999998,57.22083333333333,19,96,0.198
2025-12-19,Living Room,Fan,0.7542,31.538541666666664,85.3,18.234375,56.77395833333333,37,96,0.385
2025-12-19,Living Room,Lights,0.7295,30.394791666666666,68.2,18.25,56.88229166666667,47,96,0.49
2025-12-19,Office,AC,7.3906,307.93854166666665,1799.9,17.964583333333334,51.92916666666667,16,96,0.167
2025-12-19,Office,Fan,0.8004,33.4625,85.5,18.135416666666668,51.856249999999996,40,96,0.417
2025-12-19,Office,Lights,1.0615,44.23229166666667,89.5,18.158333333333335,51.97291666666666,54,96,0.562
2025-12-20,Bathroom,Heater,6.569,273.7083333333333,1826.4,19.607291666666665,72.20520833333333,16,96,0.167
2025-12-20,Bathroom,Lights,0.4766,19.849999999999998,47.9,19.713541666666668,72.33437500000001,42,96,0.438
2025-12-20,Bedroom,AC,16.060100000000002,669.1687499999999,1511.5,16.743750000000002,60.489583333333336,47,96,0.49
2025-12-20,Bedroom,Fan,0.4891,20.53125,86.0,16.658333333333335,60.81666666666666,22,96,0.229
2025-12-20,Bedroom,Lights,0.4469,18.622916666666665,54.6,16.748958333333334,60.60833333333333,35,96,0.365
2025-12-20,Kitchen,Heater,11.5747,482.2916666666667,2284.5,21.709374999999998,65.39791666666666,23,96,0.24
2025-12-20,Kitchen,Lights,1.0402,43.33645833333333,82.6,21.730208333333334,65.71770833333333,57,96,0.594
2025-12-20,Living Room,AC,9.2837,386.8145833333333,1714.0,18.676041666666666,57.324999999999996,22,96,0.229
2025-12-20,Living Room,Fan,0.8211999999999999,34.33229166666667,86.1,18.677083333333332,57.84479166666667,41,96,0.427
2025-12-20,Living Room,Lights,0.6322,26.338541666666668,68.9,18.644791666666666,58.08020833333333,40,96,0.417
2025-12-20,Office,AC,9.4602,394.18125000000003,1796.8,18.738541666666666,52.8125,22,96,0.229
2025-12-20,Office,Fan,0.8095,33.853125,85.8,18.640625,52.793749999999996,39,96,0.406
2025-12-20,Office,Lights,0.8466,35.28125,88.8,18.7625,52.862500000000004,42,96,0.438
2025-12-21,Bathroom,Heater,9.4095,392.06354166666665,1795.2,18.179166666666667,71.31145833333333,23,96,0.24
2025-12-21,Bathroom,Lights,0.362,15.091666666666667,48.1,17.931250000000002,72.13125000000001,31,96,0.323
2025-12-21,Bedroom,AC,13.527000000000001,563.6239583333333,1542.9,15.248958333333334,60.44583333333333,38,96,0.396
2025-12-21,Bedroom,Fan,0.47809999999999997,20.080208333333335,86.1,15.122916666666667,59.99583333333334,21,96,0.219
2025-12-21,Bedroom,Lights,0.3336,13.90625,55.1,14.991666666666667,60.28854166666667,25,96,0.26
2025-12-21,Kitchen,Heater,10.7987,449.95208333333335,2299.6,20.15520833333333,64.70416666666667,21,96,0.219
2025-12-21,Kitchen,Lights,1.0595,44.151041666666664,82.5,19.960416666666667,64.97500000000001,58,96,0.604
2025-12-21,Living Room,AC,8.908,371.16770833333334,1699.8,17.253125,57.463541666666664,21,96,0.219
2025-12-21,Living Room,Fan,0.8427,35.229166666666664,86.2,17.2,57.11354166666666,41,96,0.427
2025-12-21,Living Room,Lights,0.6042,25.172916666666666,67.3,17.004166666666666,57.171875,39,96,0.406
2025-12-21,Office,AC,8.7909,366.2885416666666,1803.3,17.104166666666668,52.44166666666666,21,96,0.219
2025-12-21,Office,Fan,0.7705,32.22291666666667,85.6,17.259375000000002,52.026041666666664,38,96,0.396
2025-12-21,Office,Lights,0.8356,34.81041666666667,88.9,16.95,52.481249999999996,41,96,0.427
2025-12-22,Bathroom,Heater,6.9585,289.93958333333336,1827.7,19.683333333333334,71.371875,17,96,0.177
2025-12-22,Bathroom,Lights,0.4341,18.102083333333333,48.2,19.791666666666668,70.83125,38,96,0.396
2025-12-22,Bedroom,AC,14.7782,615.7510416666667,1522.7,16.773958333333333,58.903124999999996,43,96,0.448
2025-12-22,Bedroom,Fan,0.564,23.646874999999998,84.4,16.967708333333334,60.296875,26,96,0.271
2025-12-22,Bedroom,Lights,0.5116,21.320833333333333,55.0,16.803124999999998,59.14895833333333,39,96,0.406
2025-12-22,Kitchen,Heater,13.3493,556.2125,2286.6,21.76354166666667,64.68333333333334,26,96,0.271
